"Marker" "N.Additive" "N.Dominance" "WSC.Additive" "WSC.Dominance" "DMD.Additive" "DMD.Dominance" "GDC_Y1.Additive" "GDC_Y1.Dominance" "CYLD_Y1.Additive" "CYLD_Y1.Dominance" "TYLD_Y1.Additive" "TYLD_Y1.Dominance" "GDC_Y2.Additive" "GDC_Y2.Dominance" "CYLD_Y2.Additive" "CYLD_Y2.Dominance" "TYLD_Y2.Additive" "TYLD_Y2.Dominance" "C_RUST.Additive" "C_RUST.Dominance" "GDC_Y3.Additive" "GDC_Y3.Dominance" "CYLD_Y3.Additive" "CYLD_Y3.Dominance" "TYLD_Y3.Additive" "TYLD_Y3.Dominance" "SY.Additive" "SY.Dominance" "HD.Additive" "HD.Dominance"
"562" "Chr1_127338766" -9.4e-05 -6.47e-05 0.000407794 0.001040128 -0.000195807 0.000156902 0.00021001 0.000710262 7.05e-06 -2.26e-05 6.82e-10 -1.02e-09 -0.001044506 -0.000634893 0.000188796 -1.22e-05 -1.4e-08 -6.38e-09 0.000157117 -4.63e-06 -3.62e-09 -6.62e-09 -0.000121654 -0.00018535 -0.000140855 -9.54e-05 0.005031621 -5.27e-05 -0.001687912 -0.000152097
"563" "Chr1_127903531" -5.18e-05 -5.18e-05 0.000519092 0.000519092 -0.000153052 -0.000153052 0.001680421 0.001680421 3.17e-05 3.17e-05 5.02e-10 5.02e-10 -0.000715735 -0.000715735 3.72e-06 3.72e-06 6.68e-09 6.68e-09 -2.83e-05 -2.83e-05 -8.75e-09 -8.75e-09 -0.000160618 -0.000160618 -4.51e-06 -4.51e-06 0.003046231 0.003046231 0.000691443 0.000691443
"564" "Chr1_127903544" -7.78e-05 -7.78e-05 0.0017835 0.0017835 0.000691346 0.000691346 0.001296377 0.001296377 -4.79e-06 -4.79e-06 2.9e-09 2.9e-09 0.001206685 0.001206685 5.47e-05 5.47e-05 -3.91e-09 -3.91e-09 -9.77e-05 -9.77e-05 -7.5e-10 -7.5e-10 -6.34e-05 -6.34e-05 8.64e-06 8.64e-06 0.002202423 0.002202423 0.001229727 0.001229727
"565" "Chr1_128043746" -4.56e-05 -3.95e-07 0.001866698 0.00060241 0.000692905 0.000336008 -0.00163882 -3.36e-05 -3.16e-05 5.52e-05 -2.48e-09 3.28e-09 -0.000138512 -7.49e-05 -0.000179252 -4.6e-05 -2.22e-09 1.7e-08 -0.00036308 -0.000144472 -9.37e-09 -4.37e-09 -0.000253464 -3.13e-05 -0.00010579 0.00012563 -0.001747344 0.001889735 0.001041525 0.00240548
"566" "Chr1_128043790" 2.84e-05 2.84e-05 -0.000804973 -0.000804973 -0.0004941 -0.0004941 0.001785379 0.001785379 9.66e-06 9.66e-06 2.9e-10 2.9e-10 0.000295218 0.000295218 2.84e-05 2.84e-05 8.81e-09 8.81e-09 2.31e-05 2.31e-05 2.62e-09 2.62e-09 1.18e-05 1.18e-05 4.63e-05 4.63e-05 0.001415973 0.001415973 0.000429201 0.000429201
"567" "Chr1_128043818" 2.84e-05 2.84e-05 -0.000804973 -0.000804973 -0.0004941 -0.0004941 0.001785379 0.001785379 9.66e-06 9.66e-06 2.9e-10 2.9e-10 0.000295218 0.000295218 2.84e-05 2.84e-05 8.81e-09 8.81e-09 2.31e-05 2.31e-05 2.62e-09 2.62e-09 1.18e-05 1.18e-05 4.63e-05 4.63e-05 0.001415973 0.001415973 0.000429201 0.000429201
"568" "Chr1_128896012" -1.98e-05 -1.98e-05 0.001090011 0.001090011 0.000243268 0.000243268 0.000694541 0.000694541 -1.57e-05 -1.57e-05 -1.24e-09 -1.24e-09 0.001249427 0.001249427 -0.000168145 -0.000168145 2.37e-09 2.37e-09 -6.42e-05 -6.42e-05 -1.25e-10 -1.25e-10 -0.00010533 -0.00010533 2.2e-05 2.2e-05 -0.003535074 -0.003535074 0.002174227 0.002174227
"569" "Chr1_128896042" -1.98e-05 -1.98e-05 0.001090011 0.001090011 0.000243268 0.000243268 0.000694541 0.000694541 -1.57e-05 -1.57e-05 -1.24e-09 -1.24e-09 0.001249427 0.001249427 -0.000168145 -0.000168145 2.37e-09 2.37e-09 -6.42e-05 -6.42e-05 -1.25e-10 -1.25e-10 -0.00010533 -0.00010533 2.2e-05 2.2e-05 -0.003535074 -0.003535074 0.002174227 0.002174227
"570" "Chr1_128912200" 4.43e-05 1.24e-05 -0.001237053 -0.000372893 -0.000658436 -0.000329764 0.004473418 -0.00090266 6.61e-06 1.27e-05 2.69e-10 3.1e-10 0.001825923 -0.001235486 -5.27e-05 0.000109545 5.84e-09 1.18e-08 0.000116171 -7e-05 7.12e-09 -1.88e-09 -1.38e-05 3.75e-05 5.95e-05 3.3e-05 0.000960531 0.001871414 -0.000172636 0.001031038
"571" "Chr1_128912258" 5.23e-05 4.44e-06 -0.001691664 8.17e-05 -0.000683066 -0.000305134 0.003654411 -8.37e-05 2.01e-05 -7.24e-07 8.92e-10 -3.12e-10 0.001396002 -0.000805565 -6.74e-05 0.000124273 1.08e-08 6.84e-09 2.2e-05 2.41e-05 3.75e-09 1.5e-09 -2.67e-05 5.03e-05 6.98e-05 2.27e-05 0.003113181 -0.000281236 0.001404945 -0.000546543
"572" "Chr1_130001945" 0 -6.35e-22 0 4.28e-18 0 1.22e-17 0 -1.44e-17 0 -1.52e-20 0 -1.03e-22 0 5.74e-18 0 6.95e-19 0 -3.89e-23 0 -6.08e-19 0 -1.5e-22 0 2.96e-19 0 3.56e-19 0 2.09e-18 0 5.44e-17
"573" "Chr1_130001955" 2.84e-05 2.84e-05 -0.000804973 -0.000804973 -0.0004941 -0.0004941 0.001785379 0.001785379 9.66e-06 9.66e-06 2.9e-10 2.9e-10 0.000295218 0.000295218 2.84e-05 2.84e-05 8.81e-09 8.81e-09 2.31e-05 2.31e-05 2.62e-09 2.62e-09 1.18e-05 1.18e-05 4.63e-05 4.63e-05 0.001415973 0.001415973 0.000429201 0.000429201
"574" "Chr1_130050116" -4.44e-05 -4.44e-05 0.000254478 0.000254478 -3.78e-05 -3.78e-05 -0.000139376 -0.000139376 -4.55e-07 -4.55e-07 2.27e-09 2.27e-09 -0.000348687 -0.000348687 -2.49e-05 -2.49e-05 -6.33e-10 -6.33e-10 -4.79e-06 -4.79e-06 7.5e-10 7.5e-10 -9.62e-06 -9.62e-06 4.9e-05 4.9e-05 0.001684003 0.001684003 0.003122643 0.003122643
"575" "Chr1_130050154" -2.69e-05 -2.69e-05 0.001171935 0.001171935 0.000459139 0.000459139 0.000467389 0.000467389 1.27e-05 1.27e-05 3.7e-10 3.7e-10 -0.0001337 -0.0001337 5.76e-05 5.76e-05 1.66e-09 1.66e-09 -9.26e-05 -9.26e-05 -1.01e-08 -1.01e-08 -2.71e-05 -2.71e-05 1.24e-06 1.24e-06 0.00438782 0.00438782 0.000110068 0.000110068
"576" "Chr1_130050172" -5.03e-05 -5.03e-05 0.001351246 0.001351246 0.000478947 0.000478947 -6.74e-05 -6.74e-05 1.54e-05 1.54e-05 1.08e-09 1.08e-09 -0.000821525 -0.000821525 6.61e-05 6.61e-05 3.03e-09 3.03e-09 -0.000151059 -0.000151059 -1.39e-08 -1.39e-08 -1.71e-05 -1.71e-05 3.54e-06 3.54e-06 0.005955701 0.005955701 0.001677055 0.001677055
"577" "Chr1_130560303" -0.000101955 -0.000101955 0.001693859 0.001693859 0.00032516 0.00032516 -0.001782392 -0.001782392 2.89e-05 2.89e-05 1.88e-09 1.88e-09 -0.000979657 -0.000979657 -7.16e-05 -7.16e-05 3.75e-09 3.75e-09 7.62e-05 7.62e-05 -1.12e-09 -1.12e-09 -3.05e-06 -3.05e-06 4.43e-05 4.43e-05 -0.00315867 -0.00315867 0.002227945 0.002227945
"578" "Chr1_130810588" -9.45e-05 -9.45e-05 0.001194456 0.001194456 0.000284596 0.000284596 -0.001459523 -0.001459523 4.32e-05 4.32e-05 2.48e-09 2.48e-09 -0.000439463 -0.000439463 2.38e-05 2.38e-05 1.21e-08 1.21e-08 5.29e-05 5.29e-05 -3.25e-09 -3.25e-09 6.56e-05 6.56e-05 2.68e-05 2.68e-05 -0.005909683 -0.005909683 0.00115343 0.00115343
"579" "Chr1_130810612" 3.42e-05 3.42e-05 0.000730706 0.000730706 0.000333897 0.000333897 0.000402222 0.000402222 -4.28e-05 -4.28e-05 -2.09e-09 -2.09e-09 0.000678026 0.000678026 -0.000138464 -0.000138464 -4.41e-10 -4.41e-10 -8.01e-05 -8.01e-05 -2.5e-10 -2.5e-10 -7.98e-05 -7.98e-05 2.94e-05 2.94e-05 -0.00277543 -0.00277543 -0.000826798 -0.000826798
"580" "Chr1_130892042" -9e-06 -9e-06 0.000491427 0.000491427 0.00028403 0.00028403 -0.001084002 -0.001084002 -3.19e-06 -3.19e-06 1.62e-09 1.62e-09 -0.000133916 -0.000133916 -4.75e-06 -4.75e-06 -2.29e-09 -2.29e-09 2.78e-07 2.78e-07 2.87e-09 2.87e-09 3.87e-05 3.87e-05 5.93e-05 5.93e-05 -0.001658599 -0.001658599 -0.000765203 -0.000765203
"581" "Chr1_130892053" 5.54e-05 5.54e-05 -0.001114638 -0.001114638 -0.000365515 -0.000365515 0.001318834 0.001318834 -1.72e-05 -1.72e-05 -1.83e-09 -1.83e-09 0.001157937 0.001157937 -0.000100935 -0.000100935 -8.65e-09 -8.65e-09 -4.86e-05 -4.86e-05 5.87e-09 5.87e-09 -5.01e-05 -5.01e-05 -8.24e-05 -8.24e-05 -0.000593001 -0.000593001 -0.001459076 -0.001459076
"582" "Chr1_130983370" 1.71e-05 1.71e-05 0.000494975 0.000494975 0.00054527 0.00054527 -0.002616754 -0.002616754 -2.22e-05 -2.22e-05 1.39e-09 1.39e-09 -0.001558847 -0.001558847 3.17e-05 3.17e-05 8.25e-09 8.25e-09 -4.72e-05 -4.72e-05 -1.25e-09 -1.25e-09 0.000129048 0.000129048 0.000122683 0.000122683 -0.00746267 -0.00746267 0.00012049 0.00012049
"583" "Chr1_131102914" -2.72e-06 -2.72e-06 -0.000426775 -0.000426775 -0.000135152 -0.000135152 0.002239265 0.002239265 -1.88e-05 -1.88e-05 8.4e-10 8.4e-10 0.000845514 0.000845514 -7.18e-05 -7.18e-05 -4.55e-09 -4.55e-09 0.000324734 0.000324734 1e-08 1e-08 -4.4e-05 -4.4e-05 7.15e-06 7.15e-06 -0.003300809 -0.003300809 0.001577147 0.001577147
"584" "Chr1_131194682" 2.67e-05 2.67e-05 -0.000685511 -0.000685511 -0.000227325 -0.000227325 0.000876021 0.000876021 9.53e-06 9.53e-06 1.51e-10 1.51e-10 0.000876018 0.000876018 3.86e-06 3.86e-06 -2.97e-09 -2.97e-09 5.35e-06 5.35e-06 2.12e-09 2.12e-09 0.000113014 0.000113014 4.72e-06 4.72e-06 0.002377686 0.002377686 -0.000781967 -0.000781967
"585" "Chr1_131265969" 3.58e-05 3.58e-05 0.000390197 0.000390197 0.000427598 0.000427598 -0.001897324 -0.001897324 -2.44e-05 -2.44e-05 -1.2e-11 -1.2e-11 -0.001202506 -0.001202506 1.9e-05 1.9e-05 3.15e-09 3.15e-09 0.000194642 0.000194642 1.25e-09 1.25e-09 6.82e-05 6.82e-05 6.08e-05 6.08e-05 -0.005890032 -0.005890032 0.000995155 0.000995155
"586" "Chr1_132185704" 2.96e-05 -9.43e-07 6.88e-05 0.000540595 0.000229514 0.000141757 5.98e-05 -0.000385392 2.86e-06 1.78e-05 8.76e-10 -5.2e-10 0.000102238 -0.000387012 8.66e-05 8.56e-06 -8.83e-10 -4.16e-09 -7.77e-05 1.43e-05 -1.12e-09 8.75e-10 -6.1e-06 -3e-05 3.34e-05 -1.26e-05 0.002915396 0.003491234 -0.001930153 0.000434198
"587" "Chr1_132185719" -1.13e-05 -1.13e-05 0.000816679 0.000816679 0.0002686 0.0002686 0.0010503 0.0010503 -2.54e-05 -2.54e-05 -1.26e-09 -1.26e-09 0.000422122 0.000422122 -0.000174668 -0.000174668 3.32e-09 3.32e-09 -0.000191978 -0.000191978 5e-10 5e-10 -0.0001007 -0.0001007 8.35e-06 8.35e-06 -0.00376265 -0.00376265 -0.001069303 -0.001069303
"588" "Chr1_132919658" 3.31e-05 3.31e-05 0.000646872 0.000646872 0.000463373 0.000463373 0.000433573 0.000433573 -9.3e-05 -9.3e-05 -5.12e-09 -5.12e-09 -0.000325434 -0.000325434 -0.000196712 -0.000196712 -5.27e-09 -5.27e-09 -0.000133108 -0.000133108 3.75e-10 3.75e-10 -0.000163822 -0.000163822 -0.000117788 -0.000117788 -0.005851227 -0.005851227 -0.002562524 -0.002562524
"589" "Chr1_132919703" 2.08e-05 2.08e-05 0.000877183 0.000877183 0.000587937 0.000587937 0.000686173 0.000686173 -6.27e-05 -6.27e-05 -3.22e-09 -3.22e-09 -0.000546682 -0.000546682 -0.000129638 -0.000129638 -5.3e-09 -5.3e-09 -8.08e-05 -8.08e-05 -1.12e-09 -1.12e-09 -7.67e-05 -7.67e-05 -9.4e-05 -9.4e-05 -0.004132853 -0.004132853 -0.001890852 -0.001890852
"590" "Chr1_133300760" -5.57e-05 -5.57e-05 0.000848695 0.000848695 0.000111225 0.000111225 -0.000227444 -0.000227444 -1.2e-06 -1.2e-06 -1.34e-09 -1.34e-09 -0.000159588 -0.000159588 -2.28e-05 -2.28e-05 -4.96e-09 -4.96e-09 4.34e-06 4.34e-06 -6.62e-09 -6.62e-09 -0.000167741 -0.000167741 -0.000133493 -0.000133493 0.000715319 0.000715319 0.001965099 0.001965099
"591" "Chr1_133300791" -5.92e-05 -5.92e-05 0.001139932 0.001139932 0.000352487 0.000352487 -0.000763798 -0.000763798 -1.56e-05 -1.56e-05 -7.15e-10 -7.15e-10 -0.000611597 -0.000611597 -1.21e-05 -1.21e-05 -1.97e-09 -1.97e-09 -0.000169805 -0.000169805 -9e-09 -9e-09 -0.000181878 -0.000181878 -9.89e-05 -9.89e-05 -0.000350988 -0.000350988 0.000677698 0.000677698
"592" "Chr1_133457396" -3.39e-05 -3.39e-05 0.000744733 0.000744733 4.56e-05 4.56e-05 0.000346708 0.000346708 5.35e-05 5.35e-05 1.88e-09 1.88e-09 0.000515808 0.000515808 -2.16e-06 -2.16e-06 -5.37e-09 -5.37e-09 0.000107494 0.000107494 3.5e-09 3.5e-09 -2.51e-05 -2.51e-05 3.25e-05 3.25e-05 0.003194829 0.003194829 0.000668512 0.000668512
"593" "Chr1_133457398" 2.76e-05 2.76e-05 -4.08e-05 -4.08e-05 0.000165635 0.000165635 0.000108782 0.000108782 -1.56e-05 -1.56e-05 -7.14e-10 -7.14e-10 -0.000492458 -0.000492458 6.2e-05 6.2e-05 1.92e-09 1.92e-09 -7.69e-05 -7.69e-05 1.12e-09 1.12e-09 5.15e-05 5.15e-05 5.79e-06 5.79e-06 0.003671397 0.003671397 -0.00025311 -0.00025311
"594" "Chr1_133896079" -4.21e-05 -2.83e-07 -0.000475895 -4.15e-05 -0.000619797 -0.000115088 0.003774428 -0.001803954 1.04e-05 1.23e-05 3.87e-10 -8.44e-11 0.001063674 -0.001388932 0.000160831 9.8e-05 -9.96e-09 6.73e-10 0.000160443 -6.66e-05 2.62e-09 -2.37e-09 -5.87e-05 9.82e-05 -9.15e-05 -4.53e-05 0.005640068 0.002075898 -0.003349299 0.002651275
"595" "Chr1_134334157" -5.63e-05 -5.63e-05 -0.000282143 -0.000282143 -0.000233508 -0.000233508 0.000788743 0.000788743 3.66e-05 3.66e-05 1.85e-09 1.85e-09 0.000638624 0.000638624 -3.81e-05 -3.81e-05 -4.63e-09 -4.63e-09 -5.71e-05 -5.71e-05 -2.88e-09 -2.88e-09 -7.02e-05 -7.02e-05 -1.26e-05 -1.26e-05 0.008116137 0.008116137 0.003781656 0.003781656
"596" "Chr1_134334802" -6.09e-05 -2.67e-06 0.001812723 0.000823074 0.000571007 0.000222043 -0.000446983 -0.001232571 -3.86e-05 -2.98e-05 -1.64e-09 -1.86e-09 0.000272804 -0.000100399 -3.61e-05 1.94e-05 9.67e-10 -5.86e-10 -0.000210721 -0.000231372 -4e-09 5e-10 -0.000136497 -2.83e-07 -6.3e-05 -3.56e-05 -0.001241245 -0.000274487 -0.000991492 -0.002846419
"597" "Chr1_134334808" -1.62e-05 -1.62e-05 0.00093219 0.00093219 0.000376494 0.000376494 -0.001490558 -0.001490558 -3.89e-05 -3.89e-05 -1.95e-09 -1.95e-09 0.000741767 0.000741767 -0.000118967 -0.000118967 1.76e-09 1.76e-09 -0.00043927 -0.00043927 -4.87e-09 -4.87e-09 -8.07e-05 -8.07e-05 -2.12e-05 -2.12e-05 -0.004576083 -0.004576083 -0.003145248 -0.003145248
"598" "Chr1_134422335" -2.1e-05 3.53e-05 0.001437962 0.000227317 0.000517031 -1.07e-05 -0.00120054 0.000781555 -1.64e-05 -1.87e-05 -1.52e-10 -1.86e-09 -5.35e-05 0.00218256 1.04e-05 -0.000118098 5.93e-09 1.24e-09 3.41e-07 -0.000189848 -9.25e-09 -5e-10 -1.26e-05 -0.000117001 2.32e-05 3.33e-05 -0.002631795 -0.000424081 -0.000653917 -0.000544869
"599" "Chr1_135446140" -7.26e-05 -7.26e-05 0.00209723 0.00209723 0.000648302 0.000648302 -0.002020555 -0.002020555 -3.26e-05 -3.26e-05 -8.78e-10 -8.78e-10 -0.002330977 -0.002330977 9.03e-05 9.03e-05 -4.28e-09 -4.28e-09 0.000109248 0.000109248 -5.37e-09 -5.37e-09 9.89e-06 9.89e-06 -3.94e-05 -3.94e-05 -0.006491159 -0.006491159 0.000132872 0.000132872
"600" "Chr1_135446141" -6.72e-05 -6.72e-05 0.001594543 0.001594543 0.000377116 0.000377116 5.52e-05 5.52e-05 -2.9e-05 -2.9e-05 -1.34e-09 -1.34e-09 -0.000181676 -0.000181676 2.59e-06 2.59e-06 -6.92e-09 -6.92e-09 -7.57e-05 -7.57e-05 -5.62e-09 -5.62e-09 -0.000169001 -0.000169001 -0.000109209 -0.000109209 -0.002503639 -0.002503639 -0.000899883 -0.000899883
"601" "Chr1_135471182" -4.55e-05 -1.62e-05 0.000333148 0.000965482 2.78e-05 0.000380461 -0.002027504 -0.001527253 1.61e-05 -1.35e-05 2.45e-09 7.44e-10 -0.001648011 -0.001238397 0.000269402 6.84e-05 -2.42e-09 5.21e-09 0.00036338 0.000201635 5e-09 2e-09 0.000213496 0.0001498 4.91e-05 9.45e-05 -0.002923796 -0.008008148 -0.000865048 0.000670767
"602" "Chr1_135688451" -3.06e-05 3.88e-06 0.000781495 0.00087171 -0.000113372 0.00045359 0.001200155 -0.000621491 1.24e-05 -4.71e-05 2.48e-09 3.5e-10 -0.00161895 -0.000329382 6.39e-05 6.01e-05 1.79e-08 1.37e-08 0.000124287 -0.000227092 -3.5e-09 -5e-10 8.24e-05 0.00012927 0.000173703 0.000112628 -0.000263843 -0.006953919 -0.001042696 -0.003309183
"603" "Chr1_135941161" -2.01e-05 -1.54e-05 0.00016426 0.001257215 5e-05 0.000651866 -0.001569303 -0.000563852 7.82e-06 3.87e-05 2.2e-10 2.3e-09 0.000452333 0.000419449 -3.2e-05 -9.89e-05 -2.04e-09 5.53e-09 -0.000238756 -0.000295927 5e-10 -5.5e-09 -0.000127782 -1.72e-05 -5.22e-05 4.08e-05 0.002061458 0.000413854 -0.000786482 0.002092677
"604" "Chr1_136143470" -8.17e-06 -8.17e-06 -5.66e-05 -5.66e-05 6.37e-05 6.37e-05 -0.000312214 -0.000312214 -4.76e-06 -4.76e-06 1.4e-09 1.4e-09 -0.000443201 -0.000443201 4.75e-05 4.75e-05 3.01e-09 3.01e-09 -0.000104504 -0.000104504 -4.75e-09 -4.75e-09 2.19e-05 2.19e-05 2.53e-05 2.53e-05 0.001279961 0.001279961 0.000384812 0.000384812
"605" "Chr1_137092169" -1.55e-05 -1.55e-05 0.000703738 0.000703738 0.000256954 0.000256954 -0.001821817 -0.001821817 -6.72e-06 -6.72e-06 7.11e-10 7.11e-10 -0.001978343 -0.001978343 7.78e-05 7.78e-05 3.89e-09 3.89e-09 0.000226719 0.000226719 2.12e-09 2.12e-09 0.00011848 0.00011848 6.62e-05 6.62e-05 -0.006086346 -0.006086346 0.00177372 0.00177372
"606" "Chr1_137736537" 4.43e-05 1.24e-05 -0.001237053 -0.000372893 -0.000658436 -0.000329764 0.004473418 -0.00090266 6.61e-06 1.27e-05 2.69e-10 3.1e-10 0.001825923 -0.001235486 -5.27e-05 0.000109545 5.84e-09 1.18e-08 0.000116171 -7e-05 7.12e-09 -1.88e-09 -1.38e-05 3.75e-05 5.95e-05 3.3e-05 0.000960531 0.001871414 -0.000172636 0.001031038
"607" "Chr1_138287127" 4.16e-05 2.36e-05 -0.00049192 7.44e-05 0.00032025 0.000256384 -0.00171696 0.000127086 -2.49e-05 -6.09e-06 1.52e-09 -1.62e-10 9.79e-05 0.000741129 -1.66e-05 -7.56e-05 8.49e-09 2.31e-10 -0.000471348 -7.64e-05 -6.37e-09 -3.75e-10 2.65e-07 2.09e-05 8.31e-05 3e-05 -0.001585243 -0.001167407 -0.003516373 0.000209913
"608" "Chr1_138564201" 1.47e-05 4.4e-05 -0.001586943 -0.00095461 -0.000330284 2.24e-05 -0.001577842 -0.00107759 4.2e-05 1.23e-05 2.38e-09 6.72e-10 3.2e-05 0.000441584 0.000129511 -7.15e-05 -1.32e-09 6.32e-09 -3.21e-05 -0.000193888 -1.38e-09 -4.37e-09 7.55e-05 1.18e-05 -1.32e-05 3.22e-05 0.006926984 0.001842633 -0.000324064 0.001211752
"609" "Chr1_138786081" -3.45e-06 -3.45e-06 0.000291236 0.000291236 0.000241261 0.000241261 -0.000536354 -0.000536354 -1.44e-05 -1.44e-05 6.29e-10 6.29e-10 -0.000452009 -0.000452009 1.07e-05 1.07e-05 2.99e-09 2.99e-09 -0.000174141 -0.000174141 -2.37e-09 -2.37e-09 -1.41e-05 -1.41e-05 3.46e-05 3.46e-05 -0.001066307 -0.001066307 -0.001287401 -0.001287401
"610" "Chr1_140220865" -6.72e-05 -6.72e-05 0.001594543 0.001594543 0.000377116 0.000377116 5.52e-05 5.52e-05 -2.9e-05 -2.9e-05 -1.34e-09 -1.34e-09 -0.000181676 -0.000181676 2.59e-06 2.59e-06 -6.92e-09 -6.92e-09 -7.57e-05 -7.57e-05 -5.62e-09 -5.62e-09 -0.000169001 -0.000169001 -0.000109209 -0.000109209 -0.002503639 -0.002503639 -0.000899883 -0.000899883
"611" "Chr1_140690828" -5.97e-05 -5.97e-05 0.000868074 0.000868074 4.81e-05 4.81e-05 -0.001227464 -0.001227464 3.53e-05 3.53e-05 2.26e-09 2.26e-09 -0.002068899 -0.002068899 2.9e-05 2.9e-05 6.95e-09 6.95e-09 6.26e-05 6.26e-05 -6.37e-09 -6.37e-09 5.88e-05 5.88e-05 1.06e-06 1.06e-06 0.000966244 0.000966244 0.002930001 0.002930001
"612" "Chr1_140690854" -2.67e-05 -2.67e-05 0.000918748 0.000918748 0.00021809 0.00021809 0.001330738 0.001330738 -2.24e-05 -2.24e-05 -1.03e-09 -1.03e-09 0.000447747 0.000447747 -7.32e-05 -7.32e-05 -2.01e-09 -2.01e-09 -0.000141431 -0.000141431 7.5e-10 7.5e-10 -0.000151354 -0.000151354 -3.11e-05 -3.11e-05 -0.002067586 -0.002067586 -0.001982439 -0.001982439
"613" "Chr1_140903150" -6.72e-05 -6.72e-05 0.001594543 0.001594543 0.000377116 0.000377116 5.52e-05 5.52e-05 -2.9e-05 -2.9e-05 -1.34e-09 -1.34e-09 -0.000181676 -0.000181676 2.59e-06 2.59e-06 -6.92e-09 -6.92e-09 -7.57e-05 -7.57e-05 -5.62e-09 -5.62e-09 -0.000169001 -0.000169001 -0.000109209 -0.000109209 -0.002503639 -0.002503639 -0.000899883 -0.000899883
"614" "Chr1_141243624" 1.86e-05 1.86e-05 8.56e-05 8.56e-05 -1.85e-05 -1.85e-05 1.4e-05 1.4e-05 -3.08e-05 -3.08e-05 -2.17e-09 -2.17e-09 -0.000208788 -0.000208788 -8.49e-06 -8.49e-06 6.49e-09 6.49e-09 9.66e-05 9.66e-05 -2.5e-09 -2.5e-09 2.22e-05 2.22e-05 -2.02e-05 -2.02e-05 -0.005714111 -0.005714111 -0.002236345 -0.002236345
"615" "Chr1_141763138" 8.92e-05 9.66e-05 -0.00081293 -0.00179023 0.000189658 -0.000184092 -0.000444757 0.001129706 9.03e-06 4.73e-06 2.58e-10 -5.68e-10 0.002295968 0.002784232 -0.000111271 -7.67e-05 -2.99e-09 -5.65e-09 -0.000142166 2.49e-05 7e-09 7.75e-09 0.000172233 8.9e-05 4.2e-05 -3.9e-06 -0.00534142 -0.000796703 -0.003132827 -0.002279342
"616" "Chr1_142275882" -6.72e-05 -6.72e-05 0.001594543 0.001594543 0.000377116 0.000377116 5.52e-05 5.52e-05 -2.9e-05 -2.9e-05 -1.34e-09 -1.34e-09 -0.000181676 -0.000181676 2.59e-06 2.59e-06 -6.92e-09 -6.92e-09 -7.57e-05 -7.57e-05 -5.62e-09 -5.62e-09 -0.000169001 -0.000169001 -0.000109209 -0.000109209 -0.002503639 -0.002503639 -0.000899883 -0.000899883
"617" "Chr1_142849229" -4.61e-05 -4.61e-05 0.001313464 0.001313464 0.000506919 0.000506919 -0.00199485 -0.00199485 -3.36e-05 -3.36e-05 -1.57e-10 -1.57e-10 -0.001855743 -0.001855743 6.28e-05 6.28e-05 1.12e-08 1.12e-08 -0.000263095 -0.000263095 -1.15e-08 -1.15e-08 -5.85e-05 -5.85e-05 1.73e-05 1.73e-05 -0.004383353 -0.004383353 -0.002551494 -0.002551494
"618" "Chr1_142849284" -7.34e-05 -7.34e-05 0.002358974 0.002358974 0.000771809 0.000771809 -0.001725991 -0.001725991 -3.94e-05 -3.94e-05 -8.45e-10 -8.45e-10 -0.001591032 -0.001591032 8.09e-05 8.09e-05 -2.96e-09 -2.96e-09 8.42e-05 8.42e-05 -5.5e-09 -5.5e-09 4.12e-05 4.12e-05 -1.1e-05 -1.1e-05 -0.008412962 -0.008412962 -0.00097008 -0.00097008
"619" "Chr1_143051637" 0.000115658 4.42e-05 -0.003394555 -8.45e-05 -0.00124029 3.06e-05 0.002361139 0.000237566 2.21e-05 -6.62e-05 -1.42e-10 -3.79e-09 0.001488025 0.000368969 -0.000115067 2.58e-05 2.59e-09 1.38e-09 0.000124044 -5.87e-05 9.37e-09 3.87e-09 1.99e-05 6.4e-05 1.08e-05 2.75e-05 0.005588654 -0.00485848 0.000943944 -0.002158027
"620" "Chr1_143053627" -3.25e-05 7.39e-08 0.001441725 0.000489239 0.000593758 0.000167164 -0.00231051 -0.000743996 2.19e-06 -2.92e-05 2.02e-09 -5.35e-10 -0.002130267 -0.000346527 4.98e-05 8.7e-05 7.91e-09 2.52e-09 0.000153595 0.000249675 2.5e-10 3.75e-09 0.000118442 0.000181159 0.000121861 6.72e-05 -0.008738911 -0.007277384 0.000651451 0.000690084
"621" "Chr1_143066133" -9.05e-05 -6.12e-05 0.000719049 0.001351382 2.97e-05 0.000382411 -0.00280346 -0.002303208 2.49e-05 -4.75e-06 8.22e-10 -8.84e-10 -0.002718502 -0.002308889 0.000265875 6.49e-05 -9.96e-09 -2.32e-09 0.000350984 0.00018924 -3.37e-09 -6.37e-09 7.48e-05 1.11e-05 -0.000109188 -6.37e-05 0.00181215 -0.003272202 0.001462038 0.002997854
"622" "Chr1_143066152" 6.52e-05 3.87e-05 -0.001133166 -0.00032799 -0.000284298 -0.000191134 0.003769586 5.53e-05 -7.07e-06 1.42e-05 7.03e-10 -4.47e-10 0.001375096 0.000697598 -0.000108157 1.39e-05 7.73e-09 1.04e-08 -0.000109299 2.63e-06 4.5e-09 -1.84e-14 -3.84e-05 0.000103781 9.57e-05 5.68e-05 0.000648618 -0.000151488 -0.000147171 0.001425401
