"chr" "pos" "mkr"
"2718" 3 9.332832132 "Chr3_35807321"
"2719" 3 9.410386185 "Chr3_36104873"
"2720" 3 9.412372004 "Chr3_36112492"
"2721" 3 9.412372786 "Chr3_36112495"
"2722" 3 9.494282139 "Chr3_36426757"
"2723" 3 9.713391261 "Chr3_37267414"
"2724" 3 9.726066461 "Chr3_37316045"
"2725" 3 9.727751761 "Chr3_37322511"
"2726" 3 9.727764272 "Chr3_37322559"
"2727" 3 9.749929647 "Chr3_37407601"
"2728" 3 9.752473236 "Chr3_37417360"
"2729" 3 9.752475582 "Chr3_37417369"
"2730" 3 9.758798977 "Chr3_37441630"
"2731" 3 9.798975903 "Chr3_37595777"
"2732" 3 9.841150116 "Chr3_37757587"
"2733" 3 9.841153764 "Chr3_37757601"
"2734" 3 9.84115611 "Chr3_37757610"
"2735" 3 9.841158456 "Chr3_37757619"
"2736" 3 9.846866219 "Chr3_37779518"
"2737" 3 9.846867261 "Chr3_37779522"
"2738" 3 9.84687091 "Chr3_37779536"
"2739" 3 9.846871431 "Chr3_37779538"
"2740" 3 9.846876644 "Chr3_37779558"
"2741" 3 9.883722326 "Chr3_37920924"
"2742" 3 9.883734055 "Chr3_37920969"
"2743" 3 9.912844974 "Chr3_38032659"
"2744" 3 9.931640009 "Chr3_38104770"
"2745" 3 9.949265811 "Chr3_38172395"
"2746" 3 9.949267375 "Chr3_38172401"
"2747" 3 9.949273109 "Chr3_38172423"
"2748" 3 9.949277801 "Chr3_38172441"
"2749" 3 9.949278062 "Chr3_38172442"
"2750" 3 9.956374255 "Chr3_38199668"
"2751" 3 9.95637608 "Chr3_38199675"
"2752" 3 9.988959771 "Chr3_38324689"
"2753" 3 10.06666109 "Chr3_38622806"
"2754" 3 10.06666369 "Chr3_38622816"
"2755" 3 10.11129731 "Chr3_38794062"
"2756" 3 10.15838303 "Chr3_38974716"
"2757" 3 10.24224014 "Chr3_39296451"
"2758" 3 10.2422404 "Chr3_39296452"
"2759" 3 10.24224379 "Chr3_39296465"
"2760" 3 10.24224927 "Chr3_39296486"
"2761" 3 10.26425826 "Chr3_39380928"
"2762" 3 10.26426556 "Chr3_39380956"
"2763" 3 10.33226062 "Chr3_39641833"
"2764" 3 10.33227261 "Chr3_39641879"
"2765" 3 10.35630417 "Chr3_39734081"
"2766" 3 10.35630834 "Chr3_39734097"
"2767" 3 10.52365482 "Chr3_40376156"
"2768" 3 10.56405954 "Chr3_40531177"
"2769" 3 10.56406945 "Chr3_40531215"
"2770" 3 10.56407153 "Chr3_40531223"
"2771" 3 10.56407179 "Chr3_40531224"
"2772" 3 10.56412183 "Chr3_40531416"
"2773" 3 10.5641234 "Chr3_40531422"
"2774" 3 10.631409 "Chr3_40789577"
"2775" 3 10.63141239 "Chr3_40789590"
"2776" 3 10.63222637 "Chr3_40792713"
"2777" 3 10.65268038 "Chr3_40871189"
"2778" 3 10.65279976 "Chr3_40871647"
"2779" 3 10.65280132 "Chr3_40871653"
"2780" 3 10.6878491 "Chr3_41006121"
"2781" 3 10.84880129 "Chr3_41623647"
"2782" 3 11.19599611 "Chr3_42955731"
"2783" 3 11.22684524 "Chr3_43074090"
"2784" 3 11.25508014 "Chr3_43182419"
"2785" 3 11.37404969 "Chr3_43638870"
"2786" 3 11.37405777 "Chr3_43638901"
"2787" 3 11.47407354 "Chr3_44022632"
"2788" 3 11.52513324 "Chr3_44218533"
"2789" 3 11.53937463 "Chr3_44273173"
"2790" 3 11.59642567 "Chr3_44492061"
"2791" 3 11.59642593 "Chr3_44492062"
"2792" 3 11.59642802 "Chr3_44492070"
"2793" 3 11.60914075 "Chr3_44540845"
"2794" 3 11.74122858 "Chr3_45047627"
"2795" 3 11.77455458 "Chr3_45175489"
"2796" 3 11.87472048 "Chr3_45559796"
"2797" 3 11.87472231 "Chr3_45559803"
"2798" 3 11.90409934 "Chr3_45672514"
"2799" 3 11.92217527 "Chr3_45741866"
"2800" 3 11.92218465 "Chr3_45741902"
"2801" 3 12.10662209 "Chr3_46449534"
"2802" 3 12.10662444 "Chr3_46449543"
"2803" 3 12.32861754 "Chr3_47301265"
"2804" 3 12.37049932 "Chr3_47461953"
"2805" 3 12.528812 "Chr3_48069352"
"2806" 3 12.5794896 "Chr3_48263787"
"2807" 3 12.57949116 "Chr3_48263793"
"2808" 3 12.57949169 "Chr3_48263795"
"2809" 3 12.77939188 "Chr3_49030753"
"2810" 3 12.79613984 "Chr3_49095010"
"2811" 3 13.0664051 "Chr3_50131938"
"2812" 3 13.06641761 "Chr3_50131986"
"2813" 3 13.09266045 "Chr3_50232672"
"2814" 3 13.09711844 "Chr3_50249776"
"2815" 3 13.10467466 "Chr3_50278767"
"2816" 3 13.10468326 "Chr3_50278800"
"2817" 3 13.11057295 "Chr3_50301397"
"2818" 3 13.11057556 "Chr3_50301407"
"2819" 3 13.11058416 "Chr3_50301440"
"2820" 3 13.13190428 "Chr3_50383239"
"2821" 3 13.19213253 "Chr3_50614317"
"2822" 3 13.41383606 "Chr3_51464928"
"2823" 3 13.41383867 "Chr3_51464938"
"2824" 3 13.4138418 "Chr3_51464950"
"2825" 3 13.48101611 "Chr3_51722678"
"2826" 3 13.48101819 "Chr3_51722686"
"2827" 3 13.57035423 "Chr3_52065442"
"2828" 3 13.59398806 "Chr3_52156118"
"2829" 3 13.60379048 "Chr3_52193727"
"2830" 3 13.78694948 "Chr3_52896454"
"2831" 3 13.80232465 "Chr3_52955444"
"2832" 3 14.07569805 "Chr3_54004297"
"2833" 3 14.5182815 "Chr3_55702359"
"2834" 3 14.51829557 "Chr3_55702413"
"2835" 3 14.51829687 "Chr3_55702418"
"2836" 3 14.51921589 "Chr3_55705944"
"2837" 3 14.55529164 "Chr3_55844356"
"2838" 3 14.5553542 "Chr3_55844596"
"2839" 3 14.5553568 "Chr3_55844606"
"2840" 3 14.64005266 "Chr3_56169559"
"2841" 3 14.6414437 "Chr3_56174896"
"2842" 3 14.64150339 "Chr3_56175125"
"2843" 3 14.64151251 "Chr3_56175160"
"2844" 3 14.69795417 "Chr3_56391710"
"2845" 3 14.73111857 "Chr3_56518952"
"2846" 3 14.73112092 "Chr3_56518961"
"2847" 3 14.73937566 "Chr3_56550632"
"2848" 3 15.00647023 "Chr3_57575395"
"2849" 3 15.03061855 "Chr3_57668045"
"2850" 3 15.03062924 "Chr3_57668086"
"2851" 3 15.03365163 "Chr3_57679682"
"2852" 3 15.16960058 "Chr3_58201278"
"2853" 3 15.16960136 "Chr3_58201281"
"2854" 3 15.16961283 "Chr3_58201325"
"2855" 3 15.2386257 "Chr3_58466107"
"2856" 3 15.27191338 "Chr3_58593822"
"2857" 3 15.27771862 "Chr3_58616095"
"2858" 3 15.28710663 "Chr3_58652114"
"2859" 3 15.5654765 "Chr3_59720137"
"2860" 3 15.61014791 "Chr3_59891528"
"2861" 3 15.7472038 "Chr3_60417371"
"2862" 3 15.76847622 "Chr3_60498987"
"2863" 3 15.76847675 "Chr3_60498989"
"2864" 3 15.79429682 "Chr3_60598053"
"2865" 3 15.79430099 "Chr3_60598069"
"2866" 3 15.79558334 "Chr3_60602989"
"2867" 3 15.79559246 "Chr3_60603024"
"2868" 3 15.79559377 "Chr3_60603029"
"2869" 3 16.01083681 "Chr3_61428853"
"2870" 3 16.4427903 "Chr3_63086131"
"2871" 3 16.45011768 "Chr3_63114244"
"2872" 3 16.45012107 "Chr3_63114257"
"2873" 3 16.73642562 "Chr3_64212723"
"2874" 3 16.82888543 "Chr3_64567464"
"2875" 3 16.88467497 "Chr3_64781512"
"2876" 3 16.88467732 "Chr3_64781521"
"2877" 3 16.88467967 "Chr3_64781530"
"2878" 3 16.88468331 "Chr3_64781544"
"2879" 3 17.04568267 "Chr3_65399251"
"2880" 3 17.0456858 "Chr3_65399263"
"2881" 3 17.20479239 "Chr3_66009708"
"2882" 3 17.20479865 "Chr3_66009732"
"2883" 3 17.2158915 "Chr3_66052292"
"2884" 3 17.23664942 "Chr3_66131934"
"2885" 3 18.08122575 "Chr3_69372324"
"2886" 3 18.08122601 "Chr3_69372325"
"2887" 3 18.08122731 "Chr3_69372330"
"2888" 3 18.08123018 "Chr3_69372341"
"2889" 3 18.10244109 "Chr3_69453721"
"2890" 3 18.27891024 "Chr3_70130781"
"2891" 3 18.27891962 "Chr3_70130817"
"2892" 3 18.31485541 "Chr3_70268692"
"2893" 3 18.40451803 "Chr3_70612701"
"2894" 3 18.40452168 "Chr3_70612715"
"2895" 3 18.42061934 "Chr3_70674477"
"2896" 3 18.66511927 "Chr3_71612551"
"2897" 3 18.66512448 "Chr3_71612571"
"2898" 3 18.77930528 "Chr3_72050649"
"2899" 3 19.3436492 "Chr3_74215870"
"2900" 3 19.34367579 "Chr3_74215972"
"2901" 3 19.34907417 "Chr3_74236684"
"2902" 3 19.34908199 "Chr3_74236714"
"2903" 3 19.3892219 "Chr3_74390719"
"2904" 3 19.38922555 "Chr3_74390733"
"2905" 3 19.38923103 "Chr3_74390754"
"2906" 3 19.38934988 "Chr3_74391210"
"2907" 3 19.46402907 "Chr3_74677732"
"2908" 3 19.4640322 "Chr3_74677744"
"2909" 3 19.46421282 "Chr3_74678437"
"2910" 3 19.57741283 "Chr3_75112752"
"2911" 3 19.62654509 "Chr3_75301258"
"2912" 3 19.75865768 "Chr3_75808135"
"2913" 3 19.81772817 "Chr3_76034771"
"2914" 3 20.0503627 "Chr3_76927321"
"2915" 3 20.05037026 "Chr3_76927350"
"2916" 3 20.07798849 "Chr3_77033313"
"2917" 3 20.07799109 "Chr3_77033323"
"2918" 3 20.17453879 "Chr3_77403748"
"2919" 3 20.17454661 "Chr3_77403778"
"2920" 3 20.22320008 "Chr3_77590447"
"2921" 3 20.232984 "Chr3_77627985"
"2922" 3 20.32645509 "Chr3_77986606"
"2923" 3 20.37804155 "Chr3_78184528"
"2924" 3 20.41626967 "Chr3_78331198"
"2925" 3 20.41644769 "Chr3_78331881"
"2926" 3 20.74885847 "Chr3_79607243"
"2927" 3 20.85079438 "Chr3_79998341"
"2928" 3 20.85079881 "Chr3_79998358"
"2929" 3 20.88160311 "Chr3_80116545"
"2930" 3 20.8816177 "Chr3_80116601"
"2931" 3 20.88162187 "Chr3_80116617"
"2932" 3 20.88162422 "Chr3_80116626"
"2933" 3 20.88162917 "Chr3_80116645"
"2934" 3 20.88162969 "Chr3_80116647"
"2935" 3 20.89836202 "Chr3_80180844"
"2936" 3 20.93371919 "Chr3_80316499"
"2937" 3 20.95896351 "Chr3_80413354"
"2938" 3 20.95896455 "Chr3_80413358"
"2939" 3 20.95896976 "Chr3_80413378"
"2940" 3 21.04871083 "Chr3_80757688"
"2941" 3 21.04871631 "Chr3_80757709"
"2942" 3 21.12197788 "Chr3_81038792"
"2943" 3 21.3007748 "Chr3_81724783"
"2944" 3 21.30077662 "Chr3_81724790"
"2945" 3 21.30077975 "Chr3_81724802"
"2946" 3 21.30170372 "Chr3_81728347"
"2947" 3 21.30170529 "Chr3_81728353"
"2948" 3 21.33177432 "Chr3_81843719"
"2949" 3 21.45207756 "Chr3_82305287"
"2950" 3 21.45207938 "Chr3_82305294"
"2951" 3 21.45208303 "Chr3_82305308"
"2952" 3 21.46509706 "Chr3_82355239"
"2953" 3 21.50359677 "Chr3_82502951"
"2954" 3 21.50359937 "Chr3_82502961"
"2955" 3 21.59861503 "Chr3_82867508"
"2956" 3 21.63358462 "Chr3_83001676"
"2957" 3 21.75011222 "Chr3_83448758"
"2958" 3 21.76317082 "Chr3_83498860"
"2959" 3 21.77035902 "Chr3_83526439"
"2960" 3 21.77036241 "Chr3_83526452"
"2961" 3 21.79137237 "Chr3_83607061"
"2962" 3 21.84171322 "Chr3_83800204"
"2963" 3 21.84393909 "Chr3_83808744"
"2964" 3 21.84899604 "Chr3_83828146"
"2965" 3 21.84903148 "Chr3_83828282"
"2966" 3 21.84903591 "Chr3_83828299"
"2967" 3 21.8490367 "Chr3_83828302"
"2968" 3 21.84950428 "Chr3_83830096"
"2969" 3 21.93484575 "Chr3_84157526"
"2970" 3 21.93547103 "Chr3_84159925"
"2971" 3 21.95692616 "Chr3_84242242"
"2972" 3 21.95692746 "Chr3_84242247"
"2973" 3 21.95693267 "Chr3_84242267"
"2974" 3 21.95751937 "Chr3_84244518"
"2975" 3 22.08153856 "Chr3_84720343"
"2976" 3 22.11795601 "Chr3_84860066"
"2977" 3 22.11898398 "Chr3_84864010"
"2978" 3 22.11899023 "Chr3_84864034"
"2979" 3 22.17860936 "Chr3_85092775"
"2980" 3 22.4208107 "Chr3_86022030"
"2981" 3 22.5908084 "Chr3_86674261"
"2982" 3 22.90980507 "Chr3_87898157"
"2983" 3 22.9098108 "Chr3_87898179"
"2984" 3 23.31699356 "Chr3_89460419"
"2985" 3 23.60647348 "Chr3_90571068"
"2986" 3 23.62721185 "Chr3_90650635"
"2987" 3 23.63766431 "Chr3_90690738"
"2988" 3 23.81241975 "Chr3_91361223"
"2989" 3 23.84774303 "Chr3_91496748"
"2990" 3 23.85159295 "Chr3_91511519"
"2991" 3 23.85159529 "Chr3_91511528"
"2992" 3 23.88869901 "Chr3_91653884"
"2993" 3 24.02617844 "Chr3_92181352"
"2994" 3 24.02618079 "Chr3_92181361"
"2995" 3 24.31166588 "Chr3_93276683"
"2996" 3 24.42490108 "Chr3_93711133"
"2997" 3 24.42492193 "Chr3_93711213"
"2998" 3 24.56365452 "Chr3_94243489"
"2999" 3 24.56366 "Chr3_94243510"
"3000" 3 24.57429386 "Chr3_94284309"
"3001" 3 24.57429699 "Chr3_94284321"
"3002" 3 24.58639252 "Chr3_94330728"
"3003" 3 25.2216632 "Chr3_96768074"
"3004" 3 25.22281132 "Chr3_96772479"
"3005" 3 25.22324633 "Chr3_96774148"
"3006" 3 25.27879322 "Chr3_96987265"
"3007" 3 25.27879817 "Chr3_96987284"
"3008" 3 25.31439825 "Chr3_97123871"
"3009" 3 25.32114519 "Chr3_97149757"
"3010" 3 25.39913138 "Chr3_97448967"
"3011" 3 25.41880634 "Chr3_97524454"
"3012" 3 25.41880868 "Chr3_97524463"
"3013" 3 25.41881103 "Chr3_97524472"
"3014" 3 25.41881416 "Chr3_97524484"
"3015" 3 25.42029329 "Chr3_97530159"
"3016" 3 25.87163399 "Chr3_99261820"
"3017" 3 25.87356925 "Chr3_99269245"
"3018" 3 25.8735729 "Chr3_99269259"
"3019" 3 25.8735742 "Chr3_99269264"
"3020" 3 26.09002609 "Chr3_100099726"
"3021" 3 26.09002844 "Chr3_100099735"
"3022" 3 26.09003079 "Chr3_100099744"
"3023" 3 26.11557875 "Chr3_100197764"
"3024" 3 26.17921357 "Chr3_100441912"
"3025" 3 26.4065962 "Chr3_101314312"
"3026" 3 26.586272 "Chr3_102003675"
"3027" 3 26.65248038 "Chr3_102257697"
"3028" 3 26.65248351 "Chr3_102257709"
"3029" 3 26.65746121 "Chr3_102276807"
"3030" 3 26.65747112 "Chr3_102276845"
"3031" 3 26.70789199 "Chr3_102470295"
"3032" 3 26.99770684 "Chr3_103582229"
"3033" 3 27.01357254 "Chr3_103643101"
"3034" 3 27.02992981 "Chr3_103705859"
"3035" 3 27.1139811 "Chr3_104028339"
"3036" 3 27.1290336 "Chr3_104086091"
"3037" 3 27.12904116 "Chr3_104086120"
"3038" 3 27.36410538 "Chr3_104987992"
"3039" 3 27.41735316 "Chr3_105192288"
"3040" 3 27.50696443 "Chr3_105536100"
"3041" 3 27.506966 "Chr3_105536106"
"3042" 3 27.50696808 "Chr3_105536114"
"3043" 3 27.52561299 "Chr3_105607649"
"3044" 3 27.60479161 "Chr3_105911434"
"3045" 3 27.60480386 "Chr3_105911481"
"3046" 3 27.62411132 "Chr3_105985558"
"3047" 3 27.62411497 "Chr3_105985572"
"3048" 3 27.65785825 "Chr3_106115035"
"3049" 3 27.65786737 "Chr3_106115070"
"3050" 3 27.65787388 "Chr3_106115095"
"3051" 3 27.65928421 "Chr3_106120506"
"3052" 3 27.66717457 "Chr3_106150779"
"3053" 3 27.66718213 "Chr3_106150808"
"3054" 3 27.77931768 "Chr3_106581039"
"3055" 3 28.11098251 "Chr3_107853539"
"3056" 3 28.1109958 "Chr3_107853590"
"3057" 3 28.11101483 "Chr3_107853663"
"3058" 3 28.11149076 "Chr3_107855489"
"3059" 3 28.79137602 "Chr3_110464008"
"3060" 3 28.89127999 "Chr3_110847310"
"3061" 3 29.11226024 "Chr3_111695146"
"3062" 3 29.11226207 "Chr3_111695153"
"3063" 3 29.11291862 "Chr3_111697672"
"3064" 3 29.11294703 "Chr3_111697781"
"3065" 3 29.16998087 "Chr3_111916603"
"3066" 3 29.17081987 "Chr3_111919822"
"3067" 3 29.17082144 "Chr3_111919828"
"3068" 3 29.28517608 "Chr3_112358573"
"3069" 3 29.41965372 "Chr3_112874524"
"3070" 3 29.41965398 "Chr3_112874525"
"3071" 3 29.43616685 "Chr3_112937880"
"3072" 3 29.43617545 "Chr3_112937913"
"3073" 3 29.65511151 "Chr3_113777906"
"3074" 3 29.69180263 "Chr3_113918679"
"3075" 3 29.69181123 "Chr3_113918712"
"3076" 3 29.85164214 "Chr3_114531936"
"3077" 3 29.85164396 "Chr3_114531943"
"3078" 3 29.94304036 "Chr3_114882604"
"3079" 3 30.36095942 "Chr3_116486036"
"3080" 3 30.36096724 "Chr3_116486066"
"3081" 3 30.36562801 "Chr3_116503948"
"3082" 3 30.3656314 "Chr3_116503961"
"3083" 3 30.88408438 "Chr3_118493112"
"3084" 3 30.89569825 "Chr3_118537671"
"3085" 3 30.89570294 "Chr3_118537689"
"3086" 3 30.91838543 "Chr3_118624715"
"3087" 3 30.91839377 "Chr3_118624747"
"3088" 3 31.06225889 "Chr3_119176715"
"3089" 3 31.06617762 "Chr3_119191750"
"3090" 3 31.06617945 "Chr3_119191757"
"3091" 3 31.07755353 "Chr3_119235396"
"3092" 3 31.07756239 "Chr3_119235430"
"3093" 3 31.07756526 "Chr3_119235441"
"3094" 3 31.0775736 "Chr3_119235473"
"3095" 3 31.20122111 "Chr3_119709872"
"3096" 3 31.34192806 "Chr3_120249723"
"3097" 3 31.34192858 "Chr3_120249725"
"3098" 3 31.34193379 "Chr3_120249745"
"3099" 3 31.34193744 "Chr3_120249759"
"3100" 3 31.39272191 "Chr3_120444604"
"3101" 3 31.40577738 "Chr3_120494694"
"3102" 3 31.43830139 "Chr3_120619479"
"3103" 3 31.45958293 "Chr3_120701130"
"3104" 3 31.51209336 "Chr3_120902597"
"3105" 3 31.54642255 "Chr3_121034308"
"3106" 3 31.56676996 "Chr3_121112375"
"3107" 3 31.87725333 "Chr3_122303608"
"3108" 3 32.02434727 "Chr3_122867964"
"3109" 3 32.11964207 "Chr3_123233582"
"3110" 3 32.11965119 "Chr3_123233617"
"3111" 3 32.11965145 "Chr3_123233618"
"3112" 3 32.21464078 "Chr3_123598064"
"3113" 3 32.21470359 "Chr3_123598305"
"3114" 3 32.21470854 "Chr3_123598324"
"3115" 3 32.21501584 "Chr3_123599503"
"3116" 3 32.3726777 "Chr3_124204405"
"3117" 3 32.37268004 "Chr3_124204414"
"3118" 3 32.37268369 "Chr3_124204428"
"3119" 3 32.37268474 "Chr3_124204432"
"3120" 3 32.37553301 "Chr3_124215360"
"3121" 3 32.4228825 "Chr3_124397026"
"3122" 3 32.69764485 "Chr3_125451208"
"3123" 3 32.7302851 "Chr3_125576439"
"3124" 3 32.73028666 "Chr3_125576445"
"3125" 3 32.73028901 "Chr3_125576454"
"3126" 3 32.9784796 "Chr3_126528688"
"3127" 3 32.98595919 "Chr3_126557385"
"3128" 3 32.99411906 "Chr3_126588692"
"3129" 3 32.99454964 "Chr3_126590344"
"3130" 3 33.07131578 "Chr3_126884873"
"3131" 3 33.27702746 "Chr3_127674128"
"3132" 3 33.33703625 "Chr3_127904364"
"3133" 3 33.64743804 "Chr3_129095284"
"3134" 3 33.81165657 "Chr3_129725342"
"3135" 3 33.81165891 "Chr3_129725351"
"3136" 3 34.00902437 "Chr3_130482584"
"3137" 3 34.0449844 "Chr3_130620552"
"3138" 3 34.04498492 "Chr3_130620554"
"3139" 3 34.04501776 "Chr3_130620680"
"3140" 3 34.11094882 "Chr3_130873638"
"3141" 3 34.13155426 "Chr3_130952695"
"3142" 3 34.26138312 "Chr3_131450810"
"3143" 3 34.50737808 "Chr3_132394620"
"3144" 3 34.50737964 "Chr3_132394626"
"3145" 3 34.50739346 "Chr3_132394679"
"3146" 3 34.67852026 "Chr3_133051242"
"3147" 3 34.67852651 "Chr3_133051266"
"3148" 3 34.7071873 "Chr3_133161229"
"3149" 3 34.70719356 "Chr3_133161253"
"3150" 3 34.70720164 "Chr3_133161284"
"3151" 3 34.86552318 "Chr3_133768717"
"3152" 3 34.97976471 "Chr3_134207028"
"3153" 3 34.97976757 "Chr3_134207039"
"3154" 3 34.98013064 "Chr3_134208432"
"3155" 3 34.98252593 "Chr3_134217622"
"3156" 3 35.01848257 "Chr3_134355577"
"3157" 3 35.16860801 "Chr3_134931564"
"3158" 3 35.16860931 "Chr3_134931569"
"3159" 3 35.16861322 "Chr3_134931584"
"3160" 3 35.28847989 "Chr3_135391477"
"3161" 3 35.28848745 "Chr3_135391506"
"3162" 3 35.33909181 "Chr3_135585660"
"3163" 3 35.53018288 "Chr3_136318820"
"3164" 3 35.8167134 "Chr3_137418153"
"3165" 3 35.8967133 "Chr3_137725089"
"3166" 3 36.2730107 "Chr3_139168831"
"3167" 3 36.27302243 "Chr3_139168876"
"3168" 3 36.28153572 "Chr3_139201539"
"3169" 3 36.30456173 "Chr3_139289883"
"3170" 3 36.41551346 "Chr3_139715572"
"3171" 3 36.79617606 "Chr3_141176062"
"3172" 3 36.80982188 "Chr3_141228417"
"3173" 3 36.81877488 "Chr3_141262767"
"3174" 3 36.9574676 "Chr3_141794890"
"3175" 3 36.9574689 "Chr3_141794895"
"3176" 3 36.95746968 "Chr3_141794898"
"3177" 3 36.95747125 "Chr3_141794904"
"3178" 3 36.95747437 "Chr3_141794916"
"3179" 3 36.95749835 "Chr3_141795008"
"3180" 3 36.95749861 "Chr3_141795009"
"3181" 3 37.05069917 "Chr3_142152592"
"3182" 3 37.05070282 "Chr3_142152606"
"3183" 3 37.05070464 "Chr3_142152613"
"3184" 3 37.16306512 "Chr3_142583707"
"3185" 3 37.16308076 "Chr3_142583767"
"3186" 3 37.36385149 "Chr3_143354065"
"3187" 3 37.36519327 "Chr3_143359213"
"3188" 3 37.36699143 "Chr3_143366112"
"3189" 3 37.38443113 "Chr3_143433023"
"3190" 3 37.69660449 "Chr3_144630740"
"3191" 3 38.0251445 "Chr3_145891251"
"3192" 3 38.02514737 "Chr3_145891262"
"3193" 3 38.04569573 "Chr3_145970100"
"3194" 3 38.13015441 "Chr3_146294143"
"3195" 3 38.28047481 "Chr3_146870878"
"3196" 3 38.28048706 "Chr3_146870925"
"3197" 3 38.30224688 "Chr3_146954411"
"3198" 3 38.53416048 "Chr3_147844195"
"3199" 3 38.53416256 "Chr3_147844203"
"3200" 3 38.60654525 "Chr3_148121914"
"3201" 3 38.75598026 "Chr3_148695252"
"3202" 3 38.75598495 "Chr3_148695270"
"3203" 3 38.76098143 "Chr3_148714440"
"3204" 3 39.0698814 "Chr3_149899598"
"3205" 3 39.13474071 "Chr3_150148444"
"3206" 3 39.15914655 "Chr3_150242082"
"3207" 3 39.48517216 "Chr3_151492946"
"3208" 3 39.61189054 "Chr3_151979127"
"3209" 3 39.61189601 "Chr3_151979148"
"3210" 3 39.61353023 "Chr3_151985418"
"3211" 3 39.79283175 "Chr3_152673345"
"3212" 3 39.79283201 "Chr3_152673346"
"3213" 3 39.80381513 "Chr3_152715485"
"3214" 3 39.80382061 "Chr3_152715506"
"3215" 3 39.99078678 "Chr3_153432840"
"3216" 3 39.9908264 "Chr3_153432992"
"3217" 3 40.13663434 "Chr3_153992414"
"3218" 3 40.13665206 "Chr3_153992482"
"3219" 3 40.3044901 "Chr3_154636427"
"3220" 3 40.30449609 "Chr3_154636450"
"3221" 3 40.30450313 "Chr3_154636477"
"3222" 3 40.32943729 "Chr3_154732142"
"3223" 3 40.3473902 "Chr3_154801022"
"3224" 3 40.38473344 "Chr3_154944297"
"3225" 3 40.38589173 "Chr3_154948741"
"3226" 3 40.41764945 "Chr3_155070586"
"3227" 3 40.41765857 "Chr3_155070621"
"3228" 3 40.51539974 "Chr3_155445625"
"3229" 3 40.51541121 "Chr3_155445669"
"3230" 3 40.61394628 "Chr3_155823719"
"3231" 3 40.61394993 "Chr3_155823733"
"3232" 3 40.61395045 "Chr3_155823735"
"3233" 3 40.63502792 "Chr3_155904603"
"3234" 3 40.63502818 "Chr3_155904604"
"3235" 3 40.77094351 "Chr3_156426071"
"3236" 3 40.8770283 "Chr3_156833087"
"3237" 3 40.94684707 "Chr3_157100961"
"3238" 3 40.94684837 "Chr3_157100966"
"3239" 3 40.9468601 "Chr3_157101011"
"3240" 3 40.94686062 "Chr3_157101013"
"3241" 3 40.94686192 "Chr3_157101018"
"3242" 3 40.94726956 "Chr3_157102582"
"3243" 3 40.94727895 "Chr3_157102618"
"3244" 3 41.15120864 "Chr3_157885036"
"3245" 3 41.15121359 "Chr3_157885055"
"3246" 3 41.27727594 "Chr3_158368719"
"3247" 3 41.29336579 "Chr3_158430451"
"3248" 3 41.29336709 "Chr3_158430456"
"3249" 3 41.4000159 "Chr3_158839636"
"3250" 3 41.40001851 "Chr3_158839646"
"3251" 3 41.60409103 "Chr3_159622612"
"3252" 3 41.60409337 "Chr3_159622621"
"3253" 3 41.60409963 "Chr3_159622645"
"3254" 3 41.93034366 "Chr3_160874347"
"3255" 3 42.13835211 "Chr3_161672414"
"3256" 3 42.1383568 "Chr3_161672432"
"3257" 3 42.20232628 "Chr3_161917864"
"3258" 3 42.28724524 "Chr3_162243673"
"3259" 3 42.49694786 "Chr3_163048240"
"3260" 3 42.49720302 "Chr3_163049219"
"3261" 3 42.50574577 "Chr3_163081995"
"3262" 3 42.54050737 "Chr3_163215365"
"3263" 3 42.54052562 "Chr3_163215435"
"3264" 3 42.83009859 "Chr3_164326441"
"3265" 3 43.01925701 "Chr3_165052186"
"3266" 3 43.02092537 "Chr3_165058587"
"3267" 3 43.04768922 "Chr3_165161272"
"3268" 3 43.04769157 "Chr3_165161281"
"3269" 3 43.04769235 "Chr3_165161284"
"3270" 3 43.04769287 "Chr3_165161286"
"3271" 3 43.23342961 "Chr3_165873903"
"3272" 3 43.33090336 "Chr3_166247881"
"3273" 3 43.3309044 "Chr3_166247885"
"3274" 3 43.33167173 "Chr3_166250829"
"3275" 3 43.35559043 "Chr3_166342598"
"3276" 3 43.56449105 "Chr3_167144088"
"3277" 3 43.69664925 "Chr3_167651140"
"3278" 3 43.95373471 "Chr3_168637501"
"3279" 3 43.9537368 "Chr3_168637509"
"3280" 3 43.95374201 "Chr3_168637529"
"3281" 3 43.95374384 "Chr3_168637536"
"3282" 3 44.06852358 "Chr3_169077912"
"3283" 3 44.06852697 "Chr3_169077925"
"3284" 3 44.20568739 "Chr3_169604169"
"3285" 3 44.20569755 "Chr3_169604208"
"3286" 3 44.24060068 "Chr3_169738121"
"3287" 3 44.31489386 "Chr3_170023162"
"3288" 3 44.31490429 "Chr3_170023202"
"3289" 3 44.37202727 "Chr3_170242366"
"3290" 3 44.3790265 "Chr3_170269220"
"3291" 3 44.47840762 "Chr3_170650516"
"3292" 3 44.48340487 "Chr3_170669689"
"3293" 3 44.58858915 "Chr3_171073250"
"3294" 3 44.70615775 "Chr3_171524326"
"3295" 3 44.70616244 "Chr3_171524344"
"3296" 3 44.70830464 "Chr3_171532563"
"3297" 3 44.72398946 "Chr3_171592741"
"3298" 3 44.72399936 "Chr3_171592779"
"3299" 3 44.72399962 "Chr3_171592780"
"3300" 3 44.82180048 "Chr3_171968013"
